22.19,540,0
22.12,2506,0
22.12,4506,0
22.12,6506,0
22.12,8506,80
22.19,10506,80
22.19,12506,80
22.19,14505,80
22.19,16506,80
22.25,18506,80
22.37,20506,80
22.56,22506,80
22.75,24506,80
23.06,26506,80
23.37,28506,80
23.94,30507,80
24.37,32506,80
24.75,34506,80
24.87,36506,80
24.94,38506,80
24.94,40506,80
24.81,42506,80
24.81,44506,80
24.75,46507,80
24.87,48506,80
25.00,50506,80
25.19,52506,80
25.50,54506,80
25.81,56506,80
26.12,58506,80
26.37,60507,80
26.62,62507,80
26.81,64506,80
27.00,66506,80
27.19,68506,80
27.44,70506,80
27.81,72506,80
28.19,74507,80
28.69,76507,80
28.94,78507,80
29.12,80506,80
29.44,82506,80
29.69,84506,80
29.94,86507,80
30.31,88507,80
30.62,90507,80
30.87,92507,80
31.25,94507,80
31.50,96506,80
31.75,98506,80
32.06,100507,80
32.44,102507,80
32.69,104507,80
33.13,106507,80
33.50,108507,80
33.75,110508,80
33.94,112507,80
34.13,114507,80
34.38,116507,80
34.63,118507,80
35.13,122508,80
35.50,124508,80
35.94,126508,80
36.38,128507,80
36.75,130507,80
37.13,132508,80
37.63,134508,80
38.00,136508,80
38.25,138508,80
38.50,140508,80
38.75,142508,80
38.94,144508,80
39.06,146508,80
39.38,148508,80
39.69,150508,80
40.00,152508,80
40.31,154508,80
40.75,156509,80
41.06,158509,80
41.38,160508,80
41.63,162508,80
41.94,164508,80
42.25,166509,80
42.56,168509,80
42.94,170509,80
43.31,172509,80
43.56,174509,80
43.88,176509,80
44.25,178509,80
44.63,180509,80
45.00,182509,80
45.19,184509,80
45.38,186509,80
45.69,188510,80
46.06,190510,80
46.31,192509,80
46.63,194509,80
47.00,196509,80
47.31,198510,80
47.63,200510,80
48.00,202510,80
48.25,204510,80
48.50,206511,80
48.75,208510,80
49.00,210510,80
49.19,212510,80
49.50,214510,80
49.88,216510,80
50.19,218511,80
50.50,220511,80
50.81,222511,80
51.25,224510,80
51.50,226510,80
51.88,228511,80
52.19,230511,80
52.44,232511,80
52.69,234511,80
52.88,236512,80
53.13,238512,80
53.44,240512,80
53.69,242511,80
54.00,244511,80
54.38,246512,80
54.75,248512,80
55.13,250512,80
55.50,252512,80
55.75,254512,80
56.13,256513,80
56.50,258512,80
56.88,260512,80
57.31,262512,80
57.81,264513,80
58.13,266513,80
58.38,268513,80
58.56,270513,80
58.88,272514,80
59.19,274513,80
59.56,276513,80
60.00,278513,80
60.38,280513,80
60.69,282514,80
61.00,284514,80
61.31,286514,80
61.69,288514,80
61.94,290514,80
62.31,292514,80
63.06,294514,80
63.50,296514,80
63.75,298515,80
64.19,300515,80
64.75,302515,80
65.19,304516,80
65.50,306515,80
65.94,308515,80
66.69,310515,80
67.62,312516,80
68.44,314516,80
68.87,316517,80
69.50,318517,80
69.94,320517,80
70.31,322518,80
70.44,324517,80
70.81,326517,80
70.87,328517,80
71.00,330517,80
71.06,332517,80
72.31,340517,80
72.75,342518,80
73.56,344518,80
74.25,346519,80
74.50,348519,80
74.25,350519,80
74.00,352519,80
74.00,354519,80
74.00,356518,80
74.00,358518,80
74.37,360518,80
74.81,362519,80
75.06,364519,80
75.37,366519,80
75.75,368519,80
76.12,370520,80
76.69,372519,80
77.19,374519,80
77.25,376520,80
77.12,378520,80
77.19,380520,80
77.37,382520,80
78.25,386521,80
78.62,388520,80
78.87,390520,80
79.12,392520,80
79.31,394521,80
79.44,396521,80
79.75,398521,80
80.06,400521,80
80.50,402522,80
80.56,404521,80
80.81,406521,80
81.12,408521,80
81.44,410521,80
81.69,412522,80
81.94,414522,80
82.25,416522,80
82.50,418522,80
82.56,420523,80
82.50,422522,80
82.56,424522,80
82.50,426522,80
82.44,428522,80
82.25,430522,80
82.06,432522,80
81.87,434522,80
81.75,436521,80
81.56,438521,80
81.44,440521,80
81.25,442521,80
81.06,444521,80
80.87,446521,80
80.75,448521,80
80.62,450522,80
80.50,452521,80
80.44,454521,80
80.31,456521,80
80.25,458521,80
80.19,460521,80
80.12,462521,80
80.12,464521,80
80.00,466521,80
79.94,468520,80
79.87,470520,80
79.81,472521,80
